date,open,low,high,close,volume,base_currency,target_currency
2024-10-07 12:00:00,0.0067504,0.006747,0.006761,0.0067521,716,JPY,USD
2024-10-07 08:00:00,0.0067435,0.006742,0.0067621,0.00675,720,JPY,USD
2024-10-07 04:00:00,0.0067435,0.006724,0.006753,0.0067442,720,JPY,USD
2024-10-07 00:00:00,0.0067369,0.006727,0.0067485,0.006743,711,JPY,USD
2024-10-06 20:00:00,0.0067216,0.00672,0.0067451,0.0067374,717,JPY,USD
2024-10-04 16:00:00,0.00672,0.0067158,0.0067256,0.006722,207,JPY,USD
2024-10-04 12:00:00,0.006723,0.00671,0.006725,0.0067209,719,JPY,USD
2024-10-04 08:00:00,0.00682,0.006721,0.0068234,0.0067237,703,JPY,USD
2024-10-04 04:00:00,0.006833,0.006818,0.0068364,0.0068211,717,JPY,USD
2024-10-04 00:00:00,0.00683,0.006829,0.0068521,0.0068343,717,JPY,USD
2024-10-03 20:00:00,0.006807,0.006804,0.0068313,0.0068306,715,JPY,USD
2024-10-03 16:00:00,0.006807,0.0067997,0.0068137,0.0068087,676,JPY,USD
2024-10-03 12:00:00,0.006808,0.006805,0.0068211,0.0068092,714,JPY,USD
2024-10-03 08:00:00,0.006816,0.0067938,0.0068247,0.0068096,696,JPY,USD
2024-10-03 04:00:00,0.006825,0.006801,0.0068293,0.006818,719,JPY,USD
2024-10-03 00:00:00,0.006807,0.0068046,0.0068332,0.0068274,719,JPY,USD
2024-10-02 20:00:00,0.0068222,0.006791,0.0068254,0.0068092,692,JPY,USD
2024-10-02 16:00:00,0.0068277,0.0068105,0.0068341,0.00682,658,JPY,USD
2024-10-02 12:00:00,0.0068461,0.006825,0.0068525,0.006827,717,JPY,USD
2024-10-02 08:00:00,0.006911,0.006836,0.006911,0.006845,711,JPY,USD
2024-10-02 04:00:00,0.0069414,0.0069,0.0069458,0.006909,720,JPY,USD
2024-10-02 00:00:00,0.0069371,0.006934,0.0069654,0.006939,717,JPY,USD
2024-10-01 20:00:00,0.0069567,0.0069347,0.0069639,0.006936,711,JPY,USD
2024-10-01 16:00:00,0.0069666,0.006954,0.0069707,0.006955,673,JPY,USD
2024-10-01 12:00:00,0.0069618,0.006948,0.0069778,0.006964,716,JPY,USD
2024-10-01 08:00:00,0.0069556,0.00694,0.006991,0.006958,691,JPY,USD
2024-10-01 04:00:00,0.0069356,0.006933,0.0069643,0.006954,719,JPY,USD
2024-10-01 00:00:00,0.00693,0.006918,0.0069481,0.006934,694,JPY,USD
2024-09-30 20:00:00,0.0069556,0.006927,0.0069589,0.006929,716,JPY,USD
2024-09-30 16:00:00,0.006955,0.0069542,0.0069733,0.006956,663,JPY,USD
2024-09-30 12:00:00,0.0069807,0.006947,0.0069943,0.0069569,717,JPY,USD
2024-09-30 08:00:00,0.0070138,0.006974,0.0070138,0.006978,719,JPY,USD
2024-09-30 04:00:00,0.0070221,0.007002,0.0070241,0.007013,720,JPY,USD
2024-09-30 00:00:00,0.0070188,0.007016,0.0070585,0.007022,717,JPY,USD
2024-09-29 20:00:00,0.0070022,0.0069995,0.0070269,0.007018,718,JPY,USD
2024-09-27 16:00:00,0.0070325,0.0070213,0.007034,0.007029,207,JPY,USD
2024-09-27 12:00:00,0.007012,0.007006,0.0070374,0.0070321,714,JPY,USD
2024-09-27 08:00:00,0.0069881,0.0069806,0.0070182,0.0070117,716,JPY,USD
2024-09-27 04:00:00,0.0069816,0.0069549,0.006994,0.0069861,720,JPY,USD
2024-09-27 00:00:00,0.0068829,0.006825,0.0069993,0.0069831,717,JPY,USD
2024-09-26 20:00:00,0.006889,0.006869,0.006897,0.0068826,717,JPY,USD
2024-09-26 16:00:00,0.0069115,0.006888,0.0069115,0.006891,674,JPY,USD
2024-09-26 12:00:00,0.0069102,0.0069,0.0069183,0.0069117,717,JPY,USD
2024-09-26 08:00:00,0.006936,0.006888,0.0069381,0.0069113,694,JPY,USD
2024-09-26 04:00:00,0.0068948,0.006886,0.0069359,0.0069359,719,JPY,USD
2024-09-26 00:00:00,0.006898,0.006888,0.0069132,0.0068941,719,JPY,USD
2024-09-25 20:00:00,0.0069096,0.0068931,0.0069218,0.0068984,718,JPY,USD
2024-09-25 16:00:00,0.0069076,0.006902,0.0069154,0.0069086,671,JPY,USD
2024-09-25 12:00:00,0.006923,0.006906,0.0069248,0.0069071,720,JPY,USD
2024-09-25 08:00:00,0.0069292,0.0069144,0.0069488,0.0069239,719,JPY,USD
2024-09-25 04:00:00,0.006946,0.006921,0.0069479,0.0069292,718,JPY,USD
2024-09-25 00:00:00,0.006977,0.006947,0.0069827,0.0069495,718,JPY,USD
2024-09-24 20:00:00,0.0069949,0.006967,0.006996,0.0069775,716,JPY,USD
2024-09-24 16:00:00,0.0069808,0.0069747,0.0069948,0.006994,663,JPY,USD
2024-09-24 12:00:00,0.0069543,0.006952,0.0069812,0.0069812,720,JPY,USD
2024-09-24 08:00:00,0.006944,0.006933,0.0069699,0.006954,712,JPY,USD
2024-09-24 04:00:00,0.0069221,0.006912,0.0069513,0.0069448,719,JPY,USD
2024-09-24 00:00:00,0.0069542,0.00691,0.0069554,0.0069218,718,JPY,USD
2024-09-23 20:00:00,0.0069626,0.0069478,0.006972,0.0069549,718,JPY,USD
2024-09-23 16:00:00,0.0069673,0.006953,0.0069677,0.0069601,649,JPY,USD
2024-09-23 12:00:00,0.006966,0.006961,0.0069793,0.0069681,718,JPY,USD
2024-09-23 08:00:00,0.0069635,0.006926,0.0069696,0.0069633,715,JPY,USD
2024-09-23 04:00:00,0.0069616,0.006955,0.0069835,0.006962,718,JPY,USD
2024-09-23 00:00:00,0.0069273,0.006926,0.0069651,0.0069596,711,JPY,USD
2024-09-22 20:00:00,0.006937,0.006921,0.00694,0.0069276,645,JPY,USD
2024-09-20 16:00:00,0.006946,0.0069356,0.0069478,0.006947,202,JPY,USD
2024-09-20 12:00:00,0.0069492,0.006937,0.00696,0.0069471,718,JPY,USD
2024-09-20 08:00:00,0.0069327,0.006919,0.0069682,0.006947,710,JPY,USD
2024-09-20 04:00:00,0.0069593,0.006922,0.0069669,0.006932,719,JPY,USD
2024-09-20 00:00:00,0.007027,0.00696,0.007053,0.00696,719,JPY,USD
2024-09-19 20:00:00,0.006998,0.0069969,0.0070392,0.007025,719,JPY,USD
2024-09-19 16:00:00,0.007009,0.006994,0.0070151,0.0069981,657,JPY,USD
2024-09-19 12:00:00,0.006996,0.006985,0.0070145,0.0070102,719,JPY,USD
2024-09-19 08:00:00,0.006995,0.006954,0.0070053,0.0069978,695,JPY,USD
2024-09-19 04:00:00,0.007015,0.0069799,0.007018,0.0069946,719,JPY,USD
2024-09-19 00:00:00,0.006983,0.006976,0.0070385,0.0070163,719,JPY,USD
2024-10-18 16:00:00,0.67026,0.67016,0.67057,0.67016,2160,AUD,USD
2024-10-18 12:00:00,0.66988,0.66976,0.67103,0.67026,26886,AUD,USD
2024-10-18 08:00:00,0.67115,0.66979,0.67191,0.66988,36620,AUD,USD
2024-10-18 04:00:00,0.67136,0.67063,0.67167,0.67115,25353,AUD,USD
2024-10-18 00:00:00,0.67043,0.66977,0.67177,0.67136,36675,AUD,USD
2024-10-17 20:00:00,0.6699,0.66937,0.67179,0.67043,39518,AUD,USD
2024-10-17 16:00:00,0.66947,0.66929,0.67012,0.6699,7322,AUD,USD
2024-10-17 12:00:00,0.67011,0.66923,0.67025,0.66947,26036,AUD,USD
2024-10-17 08:00:00,0.66958,0.66777,0.67091,0.67011,65815,AUD,USD
2024-10-17 04:00:00,0.66772,0.66749,0.67012,0.66958,27274,AUD,USD
2024-10-17 00:00:00,0.66862,0.66717,0.66949,0.66772,33465,AUD,USD
2024-10-16 20:00:00,0.66643,0.66635,0.67101,0.66862,48222,AUD,USD
2024-10-16 16:00:00,0.6665,0.66586,0.66674,0.66643,7581,AUD,USD
2024-10-16 12:00:00,0.66615,0.66595,0.66674,0.6665,20789,AUD,USD
2024-10-16 08:00:00,0.6685,0.66579,0.66899,0.66615,44553,AUD,USD
2024-10-16 04:00:00,0.66905,0.66799,0.6693,0.6685,28921,AUD,USD
2024-10-16 00:00:00,0.66924,0.66832,0.66988,0.66905,35859,AUD,USD
2024-10-15 20:00:00,0.66772,0.66676,0.67006,0.66924,49735,AUD,USD
2024-10-15 16:00:00,0.67001,0.66729,0.67041,0.66772,12518,AUD,USD
2024-10-15 12:00:00,0.67074,0.66991,0.67114,0.67001,31810,AUD,USD
2024-10-15 08:00:00,0.67148,0.67016,0.67257,0.67074,55706,AUD,USD
2024-10-15 04:00:00,0.67073,0.67035,0.67176,0.67148,31200,AUD,USD
2024-10-15 00:00:00,0.67169,0.67017,0.67171,0.67073,36629,AUD,USD
2024-10-14 20:00:00,0.67246,0.67155,0.67323,0.67169,33637,AUD,USD
2024-10-14 16:00:00,0.6722,0.67172,0.67272,0.67246,7539,AUD,USD
2024-10-14 12:00:00,0.67228,0.67119,0.67247,0.6722,24314,AUD,USD
2024-10-14 08:00:00,0.67161,0.67018,0.67372,0.67228,48695,AUD,USD
2024-10-14 04:00:00,0.67309,0.67134,0.67343,0.67161,24442,AUD,USD
2024-10-14 00:00:00,0.67387,0.67292,0.67434,0.67309,26619,AUD,USD
2024-10-13 20:00:00,0.673,0.67217,0.67446,0.67387,45849,AUD,USD
2024-10-11 16:00:00,0.67534,0.67334,0.67557,0.67475,2594,AUD,USD
2024-10-11 12:00:00,0.67545,0.675,0.67591,0.67533,17276,AUD,USD
2024-10-11 08:00:00,0.67303,0.6725,0.67586,0.67549,35998,AUD,USD
2024-10-11 04:00:00,0.6741,0.6722,0.67446,0.67303,22149,AUD,USD
2024-10-11 00:00:00,0.6747,0.6723,0.67477,0.67425,17006,AUD,USD
2024-10-10 20:00:00,0.67407,0.6735,0.67492,0.67478,18413,AUD,USD
2024-10-10 16:00:00,0.67374,0.67338,0.67436,0.67404,8884,AUD,USD
2024-10-10 12:00:00,0.67318,0.67111,0.6738,0.67374,40119,AUD,USD
2024-10-10 08:00:00,0.67166,0.66997,0.67393,0.67318,90679,AUD,USD
2024-10-10 04:00:00,0.67282,0.67125,0.67293,0.67166,25830,AUD,USD
2024-10-10 00:00:00,0.67322,0.6725,0.67419,0.67282,34534,AUD,USD
2024-10-09 20:00:00,0.67158,0.6713,0.67336,0.67322,49138,AUD,USD
2024-10-09 16:00:00,0.67134,0.67098,0.67201,0.67158,10382,AUD,USD
2024-10-09 12:00:00,0.67237,0.67107,0.67238,0.67134,28481,AUD,USD
2024-10-09 08:00:00,0.6728,0.67072,0.67311,0.67237,45069,AUD,USD
2024-10-09 04:00:00,0.67307,0.67242,0.67396,0.6728,32720,AUD,USD
2024-10-09 00:00:00,0.6729,0.67225,0.67616,0.67307,69864,AUD,USD
2024-10-08 20:00:00,0.6739,0.67252,0.67479,0.6729,62675,AUD,USD
2024-10-08 16:00:00,0.67483,0.67382,0.67483,0.6739,8691,AUD,USD
2024-10-08 12:00:00,0.6737,0.67282,0.67498,0.67483,39116,AUD,USD
2024-10-08 08:00:00,0.67406,0.67213,0.67445,0.6737,52984,AUD,USD
2024-10-08 04:00:00,0.67359,0.67205,0.67421,0.67406,37822,AUD,USD
2024-10-08 00:00:00,0.67324,0.67184,0.6742,0.67359,52907,AUD,USD
2024-10-07 20:00:00,0.67548,0.67149,0.67691,0.67324,81827,AUD,USD
2024-10-07 16:00:00,0.6755,0.67495,0.67603,0.67548,13344,AUD,USD
2024-10-07 12:00:00,0.6759,0.67429,0.67666,0.6755,37211,AUD,USD
2024-10-07 08:00:00,0.67931,0.67579,0.67982,0.6759,59396,AUD,USD
2024-10-07 04:00:00,0.67932,0.6777,0.67966,0.67931,35717,AUD,USD
2024-10-07 00:00:00,0.6807,0.67888,0.68099,0.67932,32745,AUD,USD
2024-10-06 20:00:00,0.6797,0.67934,0.68085,0.6807,47196,AUD,USD
2024-10-04 16:00:00,0.68,0.67896,0.68,0.67911,1546,AUD,USD
2024-10-04 12:00:00,0.67961,0.6782,0.68036,0.68001,24243,AUD,USD
2024-10-04 08:00:00,0.68409,0.67789,0.68431,0.6794,48058,AUD,USD
2024-10-04 04:00:00,0.68433,0.6833,0.68453,0.68408,22415,AUD,USD
2024-10-04 00:00:00,0.6847,0.6835,0.68499,0.68437,23027,AUD,USD
2024-10-03 20:00:00,0.68501,0.684,0.68522,0.68472,25388,AUD,USD
2024-10-03 16:00:00,0.68439,0.68356,0.68507,0.68498,8789,AUD,USD
2024-10-03 12:00:00,0.68418,0.68396,0.68545,0.68439,37810,AUD,USD
2024-10-03 08:00:00,0.68511,0.68298,0.68528,0.68418,85828,AUD,USD
2024-10-03 04:00:00,0.68635,0.68401,0.68638,0.68511,41375,AUD,USD
2024-10-03 00:00:00,0.6864,0.68548,0.68759,0.68635,43696,AUD,USD
2024-10-02 20:00:00,0.68839,0.68601,0.68857,0.6864,43402,AUD,USD
2024-10-02 16:00:00,0.6887,0.68798,0.68881,0.68839,12700,AUD,USD
2024-10-02 12:00:00,0.68943,0.68787,0.68982,0.6887,34273,AUD,USD
2024-10-02 08:00:00,0.6898,0.68777,0.69024,0.68943,64966,AUD,USD
2024-10-02 04:00:00,0.68955,0.6889,0.69043,0.6898,38975,AUD,USD
2024-10-02 00:00:00,0.69058,0.68751,0.69085,0.68955,48442,AUD,USD
2024-10-01 20:00:00,0.6879,0.68783,0.69153,0.69058,42393,AUD,USD
2024-10-01 16:00:00,0.68859,0.68779,0.68873,0.6879,9845,AUD,USD
2024-10-01 12:00:00,0.68851,0.6856,0.68987,0.68859,62387,AUD,USD
2024-10-01 08:00:00,0.69073,0.68707,0.69138,0.68853,103087,AUD,USD
2024-10-01 04:00:00,0.6907,0.6894,0.69148,0.69073,43039,AUD,USD
2024-10-01 00:00:00,0.69143,0.69011,0.6933,0.69068,42038,AUD,USD
2024-09-30 20:00:00,0.69148,0.69074,0.69342,0.69143,37649,AUD,USD
2024-09-30 16:00:00,0.6914,0.69071,0.69197,0.69148,9177,AUD,USD
2024-09-30 12:00:00,0.69312,0.68984,0.6942,0.6914,56610,AUD,USD
2024-09-30 08:00:00,0.69228,0.69183,0.69411,0.69312,57818,AUD,USD
2024-09-30 04:00:00,0.693,0.69145,0.69328,0.69228,36318,AUD,USD
2024-09-30 00:00:00,0.69289,0.69244,0.69411,0.693,36605,AUD,USD
2024-09-29 20:00:00,0.69181,0.69134,0.69365,0.69289,46309,AUD,USD
2024-09-27 16:00:00,0.69056,0.68973,0.69056,0.68979,2709,AUD,USD
2024-09-27 12:00:00,0.69108,0.6899,0.69141,0.69055,39614,AUD,USD
2024-09-27 08:00:00,0.68943,0.68933,0.69371,0.69108,69452,AUD,USD
2024-09-27 04:00:00,0.68815,0.68794,0.68976,0.68943,36649,AUD,USD
2024-09-27 00:00:00,0.68796,0.6868,0.68873,0.68815,53535,AUD,USD
2024-09-26 20:00:00,0.68924,0.68718,0.68945,0.68796,42860,AUD,USD
2024-09-26 16:00:00,0.6895,0.68808,0.68997,0.68924,10870,AUD,USD
2024-09-26 12:00:00,0.68997,0.68845,0.69025,0.68951,46263,AUD,USD
2024-09-26 08:00:00,0.68801,0.68625,0.69047,0.68997,88511,AUD,USD
2024-09-26 04:00:00,0.68591,0.68571,0.68874,0.68801,37939,AUD,USD
2024-09-26 00:00:00,0.68459,0.6841,0.68678,0.68591,34595,AUD,USD
2024-09-25 20:00:00,0.68188,0.68187,0.68467,0.68459,30526,AUD,USD
2024-09-25 16:00:00,0.68192,0.6818,0.68264,0.68188,8402,AUD,USD
2024-09-25 12:00:00,0.68365,0.68181,0.68374,0.68192,39690,AUD,USD
2024-09-25 08:00:00,0.6877,0.68346,0.68835,0.68365,60489,AUD,USD
2024-09-25 04:00:00,0.68803,0.68709,0.6886,0.6877,33560,AUD,USD
2024-09-25 00:00:00,0.68896,0.68728,0.68962,0.68803,38261,AUD,USD
2024-09-24 20:00:00,0.69056,0.68806,0.69081,0.68896,44926,AUD,USD
2024-09-24 16:00:00,0.68916,0.68885,0.6907,0.69056,11670,AUD,USD
2024-09-24 12:00:00,0.68721,0.68721,0.68918,0.68916,31861,AUD,USD
2024-09-24 08:00:00,0.68511,0.68511,0.68783,0.68721,61009,AUD,USD
2024-09-24 04:00:00,0.68241,0.68228,0.68512,0.68511,40490,AUD,USD
2024-09-24 00:00:00,0.68471,0.68144,0.68691,0.68241,52849,AUD,USD
2024-09-23 20:00:00,0.68332,0.68256,0.68552,0.68471,35875,AUD,USD
2024-09-23 16:00:00,0.68434,0.6829,0.68434,0.68332,11997,AUD,USD
2024-09-23 12:00:00,0.68471,0.68349,0.68496,0.68434,37992,AUD,USD
2024-09-23 08:00:00,0.68327,0.68241,0.68536,0.68471,60162,AUD,USD
2024-09-23 04:00:00,0.68065,0.68011,0.68341,0.68327,37495,AUD,USD
2024-09-23 00:00:00,0.68252,0.68001,0.68362,0.68065,32949,AUD,USD
2024-09-22 20:00:00,0.68098,0.68073,0.68314,0.68252,26660,AUD,USD
2024-09-20 16:00:00,0.68077,0.68025,0.68085,0.68039,3286,AUD,USD
2024-09-20 12:00:00,0.68054,0.68029,0.68197,0.68077,48334,AUD,USD
2024-09-20 08:00:00,0.681,0.67829,0.68231,0.68054,67560,AUD,USD
2024-09-20 04:00:00,0.68135,0.68024,0.6816,0.681,35434,AUD,USD
2024-09-20 00:00:00,0.68215,0.68079,0.68287,0.68135,40915,AUD,USD
2024-09-19 20:00:00,0.6809,0.68003,0.68274,0.68215,32506,AUD,USD
2024-09-19 16:00:00,0.68174,0.68076,0.68177,0.6809,9922,AUD,USD
2024-09-19 12:00:00,0.68139,0.68103,0.68241,0.68174,42194,AUD,USD
2024-09-19 08:00:00,0.68198,0.67862,0.68243,0.68139,77344,AUD,USD
2024-09-19 04:00:00,0.68178,0.68171,0.6839,0.68198,49237,AUD,USD
2024-09-19 00:00:00,0.67932,0.6787,0.68303,0.68178,45637,AUD,USD
2024-10-18 16:00:00,0.7238,0.7237,0.72439,0.7242,215,CAD,USD
2024-10-18 12:00:00,0.72434,0.7235,0.72483,0.72424,701,CAD,USD
2024-10-18 08:00:00,0.72519,0.7237,0.7252,0.72434,720,CAD,USD
2024-10-18 04:00:00,0.7247,0.7244,0.72533,0.72519,712,CAD,USD
2024-10-18 00:00:00,0.7246,0.7243,0.72519,0.72501,706,CAD,USD
2024-10-17 20:00:00,0.7244,0.7242,0.72531,0.7249,701,CAD,USD
2024-10-17 16:00:00,0.72458,0.7242,0.72487,0.72474,639,CAD,USD
2024-10-17 12:00:00,0.72503,0.7242,0.72524,0.72463,708,CAD,USD
2024-10-17 08:00:00,0.72582,0.7246,0.72607,0.72502,717,CAD,USD
2024-10-17 04:00:00,0.7251,0.725,0.72593,0.72583,709,CAD,USD
2024-10-17 00:00:00,0.7262,0.725,0.72664,0.72546,705,CAD,USD
2024-10-16 20:00:00,0.72692,0.7261,0.72735,0.72653,705,CAD,USD
2024-10-16 16:00:00,0.72718,0.7264,0.7272,0.72686,635,CAD,USD
2024-10-16 12:00:00,0.7257,0.7256,0.72721,0.7272,700,CAD,USD
2024-10-16 08:00:00,0.7252,0.725,0.72626,0.72603,712,CAD,USD
2024-10-16 04:00:00,0.7251,0.7246,0.72559,0.72553,707,CAD,USD
2024-10-16 00:00:00,0.72583,0.725,0.72594,0.72553,699,CAD,USD
2024-10-15 20:00:00,0.72556,0.7248,0.72602,0.72584,710,CAD,USD
2024-10-15 16:00:00,0.7251,0.725,0.72614,0.72559,657,CAD,USD
2024-10-15 12:00:00,0.7241,0.7237,0.72538,0.72536,715,CAD,USD
2024-10-15 08:00:00,0.72371,0.7222,0.72473,0.72442,713,CAD,USD
2024-10-15 04:00:00,0.72405,0.7233,0.7244,0.72366,708,CAD,USD
2024-10-15 00:00:00,0.72434,0.7234,0.72438,0.72407,708,CAD,USD
2024-10-14 20:00:00,0.7241,0.724,0.7248,0.72437,704,CAD,USD
2024-10-14 16:00:00,0.7245,0.7241,0.72506,0.7241,605,CAD,USD
2024-10-14 12:00:00,0.72479,0.724,0.72496,0.72481,695,CAD,USD
2024-10-14 08:00:00,0.72518,0.7242,0.72557,0.72479,711,CAD,USD
2024-10-14 04:00:00,0.72556,0.7243,0.72565,0.7252,707,CAD,USD
2024-10-14 00:00:00,0.7255,0.7252,0.72608,0.72558,686,CAD,USD
2024-10-13 20:00:00,0.7252,0.7248,0.72603,0.72585,712,CAD,USD
2024-10-11 16:00:00,0.7266,0.7261,0.72676,0.7261,1158,CAD,USD
2024-10-11 12:00:00,0.72627,0.7261,0.72696,0.72662,7190,CAD,USD
2024-10-11 08:00:00,0.726,0.7253,0.72855,0.72628,11442,CAD,USD
2024-10-11 04:00:00,0.72687,0.72558,0.72711,0.72595,6678,CAD,USD
2024-10-11 00:00:00,0.72703,0.7261,0.72717,0.72688,5545,CAD,USD
2024-10-10 20:00:00,0.72745,0.7266,0.72755,0.72702,5424,CAD,USD
2024-10-10 16:00:00,0.72763,0.7271,0.72779,0.72743,594,CAD,USD
2024-10-10 12:00:00,0.72708,0.7256,0.72768,0.7273,705,CAD,USD
2024-10-10 08:00:00,0.72703,0.726,0.72803,0.7267,714,CAD,USD
2024-10-10 04:00:00,0.72829,0.7267,0.72833,0.72709,706,CAD,USD
2024-10-10 00:00:00,0.72955,0.728,0.72961,0.72833,704,CAD,USD
2024-10-09 20:00:00,0.72929,0.7287,0.7296,0.72953,710,CAD,USD
2024-10-09 16:00:00,0.72924,0.7286,0.72942,0.729,666,CAD,USD
2024-10-09 12:00:00,0.73051,0.7286,0.73074,0.7289,707,CAD,USD
2024-10-09 08:00:00,0.73104,0.7298,0.7313,0.73067,715,CAD,USD
2024-10-09 04:00:00,0.73148,0.7306,0.73174,0.73101,707,CAD,USD
2024-10-09 00:00:00,0.7319,0.7311,0.73263,0.73149,709,CAD,USD
2024-10-08 20:00:00,0.73226,0.7315,0.73252,0.73189,703,CAD,USD
2024-10-08 16:00:00,0.73262,0.7319,0.73289,0.7319,609,CAD,USD
2024-10-08 12:00:00,0.73186,0.7312,0.73273,0.73266,708,CAD,USD
2024-10-08 08:00:00,0.73323,0.7309,0.73329,0.7315,714,CAD,USD
2024-10-08 04:00:00,0.73317,0.7323,0.7333,0.73313,710,CAD,USD
2024-10-08 00:00:00,0.73396,0.7323,0.73425,0.73312,716,CAD,USD
2024-10-07 20:00:00,0.73409,0.7331,0.73462,0.7336,706,CAD,USD
2024-10-07 16:00:00,0.73394,0.7335,0.7343,0.73411,663,CAD,USD
2024-10-07 12:00:00,0.73481,0.7328,0.73504,0.73393,706,CAD,USD
2024-10-07 08:00:00,0.73624,0.7339,0.73633,0.7348,718,CAD,USD
2024-10-07 04:00:00,0.73583,0.735,0.73638,0.73621,717,CAD,USD
2024-10-07 00:00:00,0.73637,0.7354,0.73641,0.7354,699,CAD,USD
2024-10-06 20:00:00,0.73626,0.7358,0.73671,0.73638,706,CAD,USD
2024-10-04 16:00:00,0.7364,0.7361,0.73675,0.7362,214,CAD,USD
2024-10-04 12:00:00,0.73643,0.7359,0.7368,0.73674,10634,CAD,USD
2024-10-04 08:00:00,0.73773,0.7357,0.73778,0.73641,17386,CAD,USD
2024-10-04 04:00:00,0.73746,0.737,0.73792,0.73774,9657,CAD,USD
2024-10-04 00:00:00,0.73762,0.7369,0.73793,0.73747,9530,CAD,USD
2024-10-03 20:00:00,0.73804,0.7374,0.73826,0.73763,9859,CAD,USD
2024-10-03 16:00:00,0.7372,0.7371,0.73803,0.73803,646,CAD,USD
2024-10-03 12:00:00,0.7385,0.7372,0.73928,0.73755,711,CAD,USD
2024-10-03 08:00:00,0.7386,0.7376,0.73969,0.73885,693,CAD,USD
2024-10-03 04:00:00,0.7391,0.7382,0.73964,0.73897,715,CAD,USD
2024-10-03 00:00:00,0.7392,0.7387,0.74028,0.73938,707,CAD,USD
2024-10-02 20:00:00,0.74021,0.7391,0.7403,0.73952,691,CAD,USD
2024-10-02 16:00:00,0.74085,0.7399,0.74089,0.7399,639,CAD,USD
2024-10-02 12:00:00,0.74156,0.7398,0.74166,0.7405,709,CAD,USD
2024-10-02 08:00:00,0.74145,0.7406,0.74216,0.7413,711,CAD,USD
2024-10-02 04:00:00,0.74168,0.7408,0.742,0.7411,713,CAD,USD
2024-10-02 00:00:00,0.74177,0.7408,0.74193,0.7413,714,CAD,USD
2024-10-01 20:00:00,0.74096,0.7407,0.74199,0.7414,709,CAD,USD
2024-10-01 16:00:00,0.74112,0.7403,0.74127,0.7406,619,CAD,USD
2024-10-01 12:00:00,0.74111,0.7392,0.74171,0.7408,707,CAD,USD
2024-10-01 08:00:00,0.73941,0.7388,0.74132,0.7408,694,CAD,USD
2024-10-01 04:00:00,0.73912,0.7382,0.73952,0.7391,711,CAD,USD
2024-10-01 00:00:00,0.73908,0.7384,0.7398,0.7387,688,CAD,USD
2024-09-30 20:00:00,0.73922,0.7385,0.73959,0.7388,709,CAD,USD
2024-09-30 16:00:00,0.7391,0.7388,0.73942,0.7389,626,CAD,USD
2024-09-30 12:00:00,0.73989,0.7383,0.74049,0.7394,715,CAD,USD
2024-09-30 08:00:00,0.73966,0.7392,0.74124,0.7395,716,CAD,USD
2024-09-30 04:00:00,0.73986,0.7388,0.73995,0.7393,711,CAD,USD
2024-09-30 00:00:00,0.74005,0.7395,0.74064,0.7395,704,CAD,USD
2024-09-29 20:00:00,0.74014,0.7393,0.7405,0.7397,705,CAD,USD
2024-09-27 16:00:00,0.73975,0.7393,0.74002,0.7395,227,CAD,USD
2024-09-27 12:00:00,0.7401,0.7389,0.74046,0.73975,711,CAD,USD
2024-09-27 08:00:00,0.742,0.7401,0.74262,0.74047,717,CAD,USD
2024-09-27 04:00:00,0.74115,0.7407,0.74224,0.74202,713,CAD,USD
2024-09-27 00:00:00,0.7414,0.7406,0.74163,0.74113,701,CAD,USD
2024-09-26 20:00:00,0.7417,0.7408,0.74197,0.74139,712,CAD,USD
2024-09-26 16:00:00,0.74229,0.7415,0.74253,0.74195,645,CAD,USD
2024-09-26 12:00:00,0.74254,0.7413,0.74254,0.74226,713,CAD,USD
2024-09-26 08:00:00,0.74233,0.7409,0.74285,0.74254,698,CAD,USD
2024-09-26 04:00:00,0.74208,0.7416,0.74299,0.74234,711,CAD,USD
2024-09-26 00:00:00,0.7419,0.7416,0.74271,0.74211,711,CAD,USD
2024-09-25 20:00:00,0.74152,0.7412,0.74257,0.74231,709,CAD,USD
2024-09-25 16:00:00,0.74154,0.7411,0.7417,0.74157,657,CAD,USD
2024-09-25 12:00:00,0.74247,0.7412,0.74277,0.7415,711,CAD,USD
2024-09-25 08:00:00,0.74399,0.7421,0.74437,0.7425,713,CAD,USD
2024-09-25 04:00:00,0.7443,0.7435,0.74485,0.74396,704,CAD,USD
2024-09-25 00:00:00,0.7443,0.7437,0.74469,0.74464,699,CAD,USD
2024-09-24 20:00:00,0.745,0.7441,0.74506,0.74464,711,CAD,USD
2024-09-24 16:00:00,0.74426,0.7435,0.74501,0.74501,604,CAD,USD
2024-09-24 12:00:00,0.7423,0.7419,0.74425,0.74421,705,CAD,USD
2024-09-24 08:00:00,0.74,0.7399,0.74259,0.74231,705,CAD,USD
2024-09-24 04:00:00,0.73957,0.7392,0.74032,0.74024,716,CAD,USD
2024-09-24 00:00:00,0.73966,0.7387,0.74013,0.73963,706,CAD,USD
2024-09-23 20:00:00,0.73903,0.7386,0.73983,0.73967,701,CAD,USD
2024-09-23 16:00:00,0.7403,0.738,0.7403,0.73903,657,CAD,USD
2024-09-23 12:00:00,0.7402,0.7398,0.74138,0.74025,710,CAD,USD
2024-09-23 08:00:00,0.7381,0.7374,0.74123,0.74054,708,CAD,USD
2024-09-23 04:00:00,0.73632,0.7359,0.7382,0.73804,708,CAD,USD
2024-09-23 00:00:00,0.73719,0.7359,0.73767,0.73629,698,CAD,USD
